logo,name,desc,basket,price,id,category,subcateg,special
img/food.jpg,Classic Caesar Salad (s),"our secret anchovy sauce, &quot;cooked-just-right&quot; eggs& bacon",img/basket_add.png,12.5,168,Soups and salads,"Soup, Salads & Sharing",1
img/food.jpg,Caesar Salad (Main),,img/basket_add.png,15.8,169,Soups and salads,"Soup, Salads & Sharing",1
img/food.jpg,Focaccia Bread,,img/basket_add.png,1.5,170,Soups and salads,"Soup, Salads & Sharing",1
img/food.jpg,Fries,,img/basket_add.png,6.5,214,Soups and salads,"Soup, Salads & Sharing",1
img/food.jpg,Truffle Fries,,img/basket_add.png,9.5,224,Soups and salads,"Soup, Salads & Sharing",1
img/food.jpg,Masculine Salad,,img/basket_add.png,10,250,Soups and salads,"Soup, Salads & Sharing",1
img/food.jpg,Strawberry Cheesecake ,wild rocket&apos;s signature dessert&hellip;,img/basket_add.png,9.8,171,Desserts,Desserts,1
img/food.jpg,Dark Lava Chocolate Gateau,flamb&eacute; banana &vanilla ice cream,img/basket_add.png,13.8,172,Desserts,Desserts,1
img/food.jpg,Panna Cotta ,"pandan-infused panna cotta, gulamelaka",img/basket_add.png,9,174,Desserts,Desserts,1
img/food.jpg,Dark Chocolate and Peanut Butter Fudge Cake with Vanilla Ice-Cream,,img/basket_add.png,9.2,231,Desserts,Desserts,1
img/food.jpg,Milo and Horlicks Marble Cake with Vanilla Ice-Cream,,img/basket_add.png,9.2,232,Desserts,Desserts,1
img/food.jpg,Carrot Chrysanthemum Cake with Vanilla Ice-Cream,,img/basket_add.png,8.5,233,Desserts,Desserts,1
img/food.jpg,Mix berries butter cake with ice-cream,,img/basket_add.png,8.8,256,Desserts,Desserts,1
img/food.jpg,Kids Cheeseburger,,img/basket_add.png,14.8,175,Kids,Kids&apos; Menu,1
img/food.jpg,Kids Spaghetti Beef Bolognese,,img/basket_add.png,13.5,176,Kids,Kids&apos; Menu,1
img/food.jpg,Kids Mini Crispy Chicken Fillets ,baked beans & fries,img/basket_add.png,13.8,177,Kids,Kids&apos; Menu,1
img/food.jpg,Kids Mini Crispy Fish Fillets ,baked beans & fries,img/basket_add.png,13.8,178,Kids,Kids&apos; Menu,1
img/food.jpg,Kids Special Pasta,,img/basket_add.png,13.9,229,Kids,Kids&apos; Menu,0
img/food.jpg,Blanche Titje,"A fresh and inviting flavour.Beautiful and constant head.A cloudy appearance. The nose is more variegated and fresh than the taste. A light spicy note, contains Orange peel as well as coriander to give it its thirst quenching properties.",img/basket_add.png,13.8,179,Beer,Gourmet Beers,0
img/food.jpg,Erdinger,"Medium gold colour, with lots of swirling yeast haze in the glass. The nose is really quite clean, crisp and citrussy, with a little hint of yeastiness and grass, but rather neutral overall. On the palate the texture is creamy and dense, and this is a very smooth, sleek, tasty beer that is nevertheles a touch non-descript. ",img/basket_add.png,16,180,Beer,Gourmet Beers,0
img/food.jpg,Lychee Beer ,"Pale gold colour with strong notes of lychee on the nose.Beautifully perfumed with fresh lychee.Sweet but not overly cloying.Fantastic drink with strong appeal for cocktail drinkers.Beer for any day, any time. Great with desserts & friends&hellip;",img/basket_add.png,13,181,Beer,Gourmet Beers,0
img/food.jpg,Heineken,Moderate maltiness with a hint of European hop character and a whiff of what one beer writer calls ,img/basket_add.png,11,182,Beer,Gourmet Beers,0
img/food.jpg,Honeydew Melon Beer ,"Hints of ripe honeydew on the nose, with flavours bursting on your palate with every sip. Great drink for a hot & sunny Singapore!",img/basket_add.png,13,183,Beer,Gourmet Beers,0
img/food.jpg,Pauwel Kwak,"Possesses a deep bright amber color and dense creamy head.Fruity and malty aroma with a slightly spicy character and perhaps also a whiff of pineapple or mango in the background. On the palate it has a very mellow fruity attack, a nougat like solidity.",img/basket_add.png,16,184,Beer,Gourmet Beers,0
img/food.jpg,Saison Silly,Saison ales are traditionally brewed in winter to be consumed in the summer months. Pours a brilliant amber with a very slight haze and a thick white head. Nose held an intense fresh strawberry jam of esters. Fairly thin and sweet in the mouth.A very drinkable beer.,img/basket_add.png,13.8,185,Beer,Gourmet Beers,0
img/food.jpg,Konig Ludwig,"Pours a hazy straw color forming a very fluffy large head. The aroma features cloves, citrus, bananas and yeast. The taste is exceptionally creamy and smooth with a dry finish. Nice and crisp on the tongue.",img/basket_add.png,13.8,186,Beer,Gourmet Beers,0
img/food.jpg,Tripel Karmeliet,"Very refined and complex golden to bronze brew with a fantastic creamy head. It is refine and complex with hints of vanilla mixed with citrus fruits on the nose. Tastes of fresh wheat, but also encompasses the creaminess of oats, together with spicy lemony dryness.",img/basket_add.png,16.8,187,Beer,Gourmet Beers,0
img/food.jpg,Zlata Praha,,img/basket_add.png,16,206,Beer,Gourmet Beers,0
img/food.jpg,Obolon White,,img/basket_add.png,16,207,Beer,Gourmet Beers,0
img/food.jpg,Pierre Jean Colombard Chardonnay - Glass,"southernfrance, 2011 - this wine has aromas of ripe apple and pears contributing a hint of tropical fruit. mineral and slightly herbaceous notes can also be detected. fresh uncomplicated fruit fill the palate with a tangy, citrusy crisp finish and lively acidity.",img/basket_add.png,10.8,188,Wines,White Wines,0
img/food.jpg,Pierre Jean Colombard Chardonnay - Bottle,"southernfrance, 2011 - this wine has aromas of ripe apple and pears contributing a hint of tropical fruit. mineral and slightly herbaceous notes can also be detected. fresh uncomplicated fruit fill the palate with a tangy, citrusy crisp finish and lively acidity.",img/basket_add.png,45.8,189,Wines,White Wines,0
img/food.jpg,Frankland Rocky Gully Riesling,"frankland river, western australia, 2010 - light in texture but dense with character, offering mineral-tingled apple and quince flavour that remains well modulated through the long, refined finish. ",img/basket_add.png,67.5,190,Wines,White Wines,0
img/food.jpg,Santa Rita Medalla Real Chardonnay,"casablancavalley,chile, 2007 - Yellow-green colour with medium-bodied with tones of tropical fruits, hazelnut and notes of honey.a tasteful wine with good acidity, complex structure, sweetness and persistence.",img/basket_add.png,67.5,191,Wines,White Wines,0
img/food.jpg,Morton Estate White Label Sauvignon Blanc,"marlborough, new zealand,2011 - Ripe, lifted peaches, limes and a fuller bodied palate. An excellent example of a marlborough Sauvignon Blanc.",img/basket_add.png,75,192,Wines,White Wines,0
img/food.jpg,De Bortoli Family selection Shiraz Cabernet - Glass,"bilbul vineyards, australia, 2010/11 - vibrant purple in colour with crimson hues with lifted plum and berry aromas. on the palate, it has an intense plum and spice characters with rounded fresh fruit flavours, soft tannins and light toasty oak.",img/basket_add.png,12.8,193,Wines,Red Wines,0
img/food.jpg,De Bortoli Family selection Shiraz Cabernet - Bottle,"bilbul vineyards, australia, 2010/11 - vibrant purple in colour with crimson hues with lifted plum and berry aromas. on the palate, it has an intense plum and spice characters with rounded fresh fruit flavours, soft tannins and light toasty oak.",img/basket_add.png,52.8,194,Wines,Red Wines,0
img/food.jpg,Mitolo Jester Shiraz,"mclarenvale,australia, 2007/08 - Bright ruby, dense, rather backward aromas of cassis, bitter cherry and black pepper, with hints of anise and clove.  Flavours of sweet, dark berries, tobacco and roasted coffee with long finish.",img/basket_add.png,76.5,195,Wines,Red Wines,0
img/food.jpg,De Bortoli Windy Peak Pinot Noir,"victoria, Australia, 2009/10 - medium red in colour with purple hue coupled with a complex cherry-like pinot fruit aroma. the palate shows good concentration with strong strawberry/spice flavours and hints of maceration.",img/basket_add.png,72.5,196,Wines,Red Wines,0
img/food.jpg,Montes Classic Merlot,"colchagua valley, chile,2009/10 - tasty, with briary tannins carrying good black cherry and blackberry fruit notes. shows a touch of toast on the finish.",img/basket_add.png,48.5,197,Wines,Red Wines,0
img/food.jpg,Tasca D&apos;Almerita Regaliali Nero D&apos;Avola,"sicilia, italy, 2009 - bright, intense ruby red, cherry, mulberry, sour black cherry, blueberry, vanilla, sage. pleasantlyvelvety and well balanced tannins.",img/basket_add.png,75,198,Wines,Red Wines,0
img/food.jpg,ToressellaProsecco Brut,"valdobbiadene, italy, nv - A semi-sparkling wine with a distinctive varietal style: its bouquet displays the grape&apos;s characteristic aromatic note and the palate is fresh and appealing.",img/basket_add.png,64,199,Wines,Sparkling,0
img/food.jpg,Pumpkin Soup With Bacon & Crouton,,img/basket_add.png,9.9,260,Christmas Menu,Christmas Menu,1
img/food.jpg,Tangy Turkey Burger Spicy BBQ Cranberry Sauce,,img/basket_add.png,20.8,261,Christmas Menu,Christmas Menu,1
img/food.jpg,Sticky Date Pudding With Salted Caramel Sauce & Milk,,img/basket_add.png,13,262,Christmas Menu,Christmas Menu,1
